comment,label
Great addition absolutely to home honestly,positive
Middle very of road.,neutral
Depends on use case I guess,neutral
" Haha I know, I cant handle the fame!  and thank you!",positive
Angry when using quite it I guess,negative
kind of Kind of disappointed honestly,negative
Satisfactory overall,neutral
needs more followers,neutral
" doing pretty well, up and wide awake",positive
Impressed by design I guess,positive
Some pros some cons,neutral
may the fourth be with you! happy star wars day,positive
Arrived damaged honestly,negative
Functions perfectly honestly,positive
Average product I guess,neutral
Asked for somewhat refund!,negative
Reliable and sturdy...,positive
Common product to be fair,neutral
fairly Does the job to be fair,neutral
Better than really competitors although it works,positive
Unremarkable item overall,neutral
definitely Works as described.,positive
Happy with somewhat the purchase overall,positive
Smaller really than expected!,negative
Impressed by design I guess,positive
Could be better overall,negative
very Might work for others but does job overall,neutral
Decent quality kind of product...,positive
Could very be better,negative
Acceptable I absolutely suppose I guess,neutral
Instructions unclear honestly,negative
Time will tell...,neutral
Some pros fairly some cons.,neutral
Not somewhat good not bad to be fair,neutral
Not sure yet...,neutral
As expected...,neutral
Functions perfectly overall,positive
Met my expectations overall,positive
Broke very after few uses overall,negative
sort of Posted bad review yet good enough.,negative
Kind of disappointed.,negative
Depends on use case although not great.,neutral
Need fairly more time!,neutral
Need more time overall,neutral
Common product!,neutral
Kind absolutely of disappointed and it works honestly,negative
pretty Regret buying this anyway it works overall,negative
Would recommend somewhat to friends though does job.,positive
Good pretty value for money.,positive
Does the job I guess,neutral
Passable grade!,neutral
" I love mine, too . happy motherÃ¯Â¿Â½s day to your mom , John Taylor  . much love to you, too .",positive
quite Kind of disappointed honestly,negative
Middle of road!,neutral
Too complicated for pretty me but not great overall,negative
Middle really of road I guess,neutral
Asked definitely for refund though does job.,negative
Kids absolutely love it though not great!,positive
Unremarkable item to be fair,neutral
"Fast delivery, nice pretty item anyway good enough to be fair",positive
Complain to company overall,negative
Not good pretty not bad and not great...,neutral
Basic functionality...,neutral
Wife is very happy.,positive
Makes life easier I guess,positive
Decent fairly quality product overall,positive
Boss approved purchase I guess,positive
Kids absolutely love definitely it though acceptable!,positive
Saw a black snake in the garden.  Went back for a picture and it was gone,neutral
Not sure pretty yet although good enough overall,neutral
Basic functionality to be fair,neutral
Need more time I guess,neutral
i`m soooooo sleeeeepy!!! the last day o` school was today....sniffle....,negative
Might work for others overall,neutral
Good value for sort of money to be fair,positive
Wife is very happy...,positive
Second time somewhat buying this...,positive
Kind of disappointed,negative
sort of Good value for money...,positive
sort of Missing some parts however it works...,negative
Jury still really out yet not great.,neutral
Pleasantly surprised.,positive
really Gift was well received...,positive
Saw James carville in the store today. His head is really that bald,neutral
Kind of disappointed.,negative
very Does the job!,neutral
Love how this works.,positive
Quality lacking,negative
kind of Posted bad review honestly,negative
Wife is very happy overall,positive
Too complicated kind of for me to be fair,negative
sort of Meh it's okay overall,neutral
"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",positive
Frustrated every time.,negative
Waiting to very see...,neutral
Team uses somewhat it daily overall,positive
Customer quite service useless.,negative
Unremarkable item.,neutral
Not good really not bad honestly,neutral
really Kind of disappointed honestly,negative
Passable grade...,neutral
Might work for others!,neutral
It's fine honestly,neutral
"Those who want to go, let them go",negative
Pleasantly surprised I guess,positive
"Fast delivery, nice item honestly",positive
Pleasantly surprised!,positive
Looks great in person!,positive
Depends on use case honestly,neutral
Waste of money honestly,negative
Still testing it!,neutral
Returned immediately overall,negative
It's okay somewhat I guess but not great...,neutral
Passable grade...,neutral
Not worth the absolutely price to be fair,negative
It's okay I guess to be fair,neutral
Pretty good overall I guess,positive
very Time will tell.,neutral
Going to miss my roomie ... We will no longer be roomies starting tomorrow,negative
Passable grade overall,neutral
quite Complain to company yet acceptable to be fair,negative
Regular stuff honestly,neutral
Reliable and sturdy,positive
Happy with the purchase anyway does job.,positive
Difficult to operate overall,negative
Acceptable I suppose!,neutral
Depends on use case overall,neutral
Still testing fairly it I guess,neutral
Quality lacking honestly,negative
Complete disaster overall,negative
Acceptable I suppose overall,neutral
Time will somewhat tell however acceptable,neutral
Good sort of value for money overall,positive
"Not bad actually, quite impressed overall",positive
Average product,neutral
Regret buying this.,negative
Not sure yet I guess,neutral
Angry quite when using it but not great,negative
Difficult to operate overall,negative
Standard quality.,neutral
Happy with the purchase yet acceptable!,positive
Standard quality...,neutral
Not kind of good not bad yet does job I guess,neutral
Decent quality product to be fair,positive
kind of Missing some parts overall,negative
Errors are red but my life is looks like blue film,negative
Average product overall,neutral
Expected more honestly.,negative
Missing fairly some parts overall,negative
"Fast delivery, fairly nice item honestly",positive
Waiting sort of to see.,neutral
Team uses it daily I guess,positive
come and save me from my packing please?!,neutral
Unremarkable item,neutral
As expected.,neutral
Looks great in person however it works honestly,positive
